title,date,full_text,link
Spectrum Analyzers From Aaronia Inspire Experts,"March 15, 2024",Aaronia AG impressed experts with their spectrum analyzers at WLPC. ,https://www.microwavejournal.com/articles/41669-spectrum-analyzers-from-aaronia-inspire-experts
Broadband Equipment Spending Drops 9 Percent in 2023,"March 14, 2024","According to a recently published report from Dell’Oro Group total global revenue for the broadband access equipment market decreased to $17.5 billion in 2023, down 9 percent year-over-year (Y/Y). 
",https://www.microwavejournal.com/articles/41662-broadband-equipment-spending-drops-9-percent-in-2023
Wireless Broadband Alliance Approved as AFC Operator by the US Federal Communications Commission ,"February 26, 2024","Wireless Broadband Alliance (WBA) has been approved as an Automated Frequency Coordination (AFC) Operator by the U.S. FCC, an important milestone following four years of development, successful lab testing and public trials with all U.S. stakeholders. ",https://www.microwavejournal.com/articles/41538-wireless-broadband-alliance-approved-as-afc-operator-by-the-us-federal-communications-commission
Keysight Launches Wireless Test Platform for Wi-Fi 7,"February 13, 2024","Keysight introduces the E7515W UXM Wireless Connectivity Test Platform for Wi-Fi®, a network emulation solution delivering signaling RF and throughput testing for devices using Wi-Fi 7, including 4x4 MIMO 320 MHz bandwidth.",https://www.microwavejournal.com/articles/41470-keysight-launches-wireless-test-platform-for-wi-fi-7
Akoustis Receives Wi-Fi 7 Design Win from Tier-1 US-Based Carrier,"February 13, 2024","Akoustis Technologies, Inc., announced that two of its patented XBAW® filters are being integrated into a Wi-Fi 7 router platform with a leading U.S.-based carrier
",https://www.microwavejournal.com/articles/41468-akoustis-receives-wi-fi-7-design-win-from-tier-1-us-based-carrier
Broadband Equipment Spending Expected to Pick Up Second Half of 2024,"February 6, 2024","According to Dell’Oro Group, sales of broadband access equipment are expected to decline by 1 percent from 2023, with the first half of 2024 seeing continued weakness followed by an improved spending environment in the second half of the year. 
",https://www.microwavejournal.com/articles/41426-broadband-equipment-spending-expected-to-pick-up-second-half-of-2024
Rohde & Schwarz Presents its Wi-Fi 7 Multi-Channel Single-Box Test Solutions for R&D and Production at MWC 2024,"February 6, 2024",Rohde & Schwarz will display its R&S CMX500 multi-technology multi-channel signaling tester at MWC 2024 with newly added Wi-Fi 7 testing capabilities.,https://www.microwavejournal.com/articles/41423-rohde-and-schwarz-presents-its-wi-fi-7-multi-channel-single-box-test-solutions-for-r-and-d-and-production-at-mwc-2024
WBA  Announces Wi-Fi HaLow Entering Real-World Commercial IoT Deployments Across a Range of Sectors,"January 25, 2024","The Wireless Broadband Alliance (WBA) announced that its “Wi-Fi HaLow for IoT” program has moved into a new phase, showcasing 802.11ah Wi-Fi HaLow solutions in real-world use cases with contributing industry members. 
",https://www.microwavejournal.com/articles/41386-wba-announces-wi-fi-halow-entering-real-world-commercial-iot-deployments-across-a-range-of-sectors
"Morse Micro Demonstrates Longest Range Wi-Fi HaLow Solution, Reaching 3 km","January 23, 2024",Morse Micro announced the first live demonstration of Wi-Fi CERTIFIED HaLow technology extending 3 km.,https://www.microwavejournal.com/articles/41377-morse-micro-demonstrates-longest-range-wi-fi-halow-solution-reaching-3-km
Peraso Launches Platform for Dense Urban mmWave FWA,"January 16, 2024",Peraso Inc. announced commercial availability of its dense urban network environment (DUNE) platform for FWA.,https://www.microwavejournal.com/articles/41343-peraso-launches-platform-for-dense-urban-mmwave-fwa
ALifecom Showcased IoT-NTN and Wi-Fi 7 Core Technologies at Tech Day 2024,"January 16, 2024","ALifecom, the premier IP service and test solution provider for wireless communication in Taiwan, hosted its Tech Day 2024 on January 12. ",https://www.microwavejournal.com/articles/41337-alifecom-showcased-iot-ntn-and-wifi-7-core-technologies-at-tech-day-2024
Joint EMITE and Anritsu Solution Supporting OTA Measurements on IEEE 802.11be (Wi-Fi 7) Devices,"December 20, 2023","EMITE and Anritsu Corporation announce the enhanced functionality to the OTA measurement solution, allowing measuring to compliance with the latest Wireless LAN standard IEEE 802.11be.",https://www.microwavejournal.com/articles/41262-joint-emite-and-anritsu-solution-supporting-ota-measurements-on-ieee-80211be-wi-fi-7-devices
Akoustis Receives Wi-Fi 6E Design Win from Tier-1 Consumer AP Customer,"December 18, 2023","Akoustis Technologies, Inc. announced that its patented XBAW® filters are designed into a new tri-band Wi-Fi 6E consumer access point platform.",https://www.microwavejournal.com/articles/41247-akoustis-receives-wi-fi-6e-design-win-from-tier-1-consumer-ap-customer
Peraso Announces New Customer Partnership Utilizing X130 Chipset,"December 12, 2023","As part of its latest partnership, Peraso's X130 chipset will be replacing its customer's current solution for wireless video distribution for indoor applications.
",https://www.microwavejournal.com/articles/41230-peraso-announces-new-customer-partnership-utilizing-x130-chipset
Global Broadband Access Equipment Spend Plummets to a Two-Year Low,"December 7, 2023","According to a recently published report from Dell’Oro Group, total global revenue for the broadband access equipment market decreased to $4.1 billion in 3Q 2023, down 14 percent year-over-year.",https://www.microwavejournal.com/articles/41206-global-broadband-access-equipment-spend-plummets-to-a-two-year-low
Wireless Broadband Alliance - 10 Wi-Fi Predictions for 2024,"December 7, 2023","Following the release of the WBA
 Annual Industry Report 2024, company CEO Tiago Rodrigues reveals 10 predictions for 2024 and beyond that he believes will change the way wireless technology is used by communities and businesses across the world, including improved connectivity, efficiencies and new consumer experiences.",https://www.microwavejournal.com/articles/41205-wireless-broadband-alliance-10-wi-fi-predictions-for-2024
Wi-Fi 7 on Fast Track with 50% of Organizations Live in 2024,"November 29, 2023","The Wireless Broadband Alliance released their annual industry report, showcases how Wi-Fi technology continues to evolve in ways that anticipate the needs of consumers, businesses, enterprise verticals, smart cities and service providers.
",https://www.microwavejournal.com/articles/41172-wi-fi-7-on-fast-track-with-50-of-organizations-live-in-2024
Anritsu Enhances WLAN Tester Network Mode to Support Wi-Fi 7 ,"November 10, 2023",Anritsu Company introduces an option that supports the latest IEEE 802.11be Wi-Fi 7 WLAN standard for its Wireless Connectivity Test Set MT8862A.,https://www.microwavejournal.com/articles/41108-anritsu-enhances-wlan-tester-network-mode-to-support-wi-fi-7
Infineon AIROC™ CYW5551x Combines Wi-Fi 6/6E Performance Surpassing Standards and Advanced Bluetooth Connectivity for IoT Applications,"October 26, 2023",Infineon Technologies AG announced the company is extending its AIROC™ portfolio with the AIROC CYW5551x Wi-Fi 6/6E and Bluetooth® 5.4 solution. ,https://www.microwavejournal.com/articles/41016-infineon-airoc-cyw5551x-combines-wi-fi-6-6e-performance-surpassing-standards-and-advanced-bluetooth-connectivity-for-iot-applications
"Spirent’s Industry-Leading OCTOBOX Solution Adds Comprehensive Support
for Wi-Fi 7 Testing","October 16, 2023","Spirent Communications plc announced that Spirent OCTOBOX is ready for testing the demanding requirements of Wi-Fi 7 (IEEE 802.11be). 
",https://www.microwavejournal.com/articles/40973-spirents-industry-leading-octobox-solution-adds-comprehensive-support-for-wi-fi-7-testing
Cable Accelerates Its Efforts to Add Broadband Capacity and Speeds,"October 13, 2023",The Wireless Broadband Alliance (WBA) publicly released the Get Ready for Wi-Fi 7: Applying New Capabilities to the Key Use Cases report.,https://www.microwavejournal.com/articles/40936-cable-accelerates-its-efforts-to-add-broadband-capacity-and-speeds
"New WBA Report Finds Wi-Fi 7 Will Play Fundamental Role in Transforming How People Live, Work and Play","September 12, 2023","According to a recently published report from Dell’Oro Group, total global revenue for the broadband access equipment market decreased to $4.7 billion in 2Q23, down 3 percent year-over-year.",https://www.microwavejournal.com/articles/40815-new-wba-report-finds-wi-fi-7-will-play-fundamental-role-in-transforming-how-people-live-work-and-play
North American Broadband Access Equipment Spending Drops to Lowest Levels in Nearly Two Years,"September 6, 2023","AT&T released AT&T Internet Air, their new fixed wireless home internet service.",https://www.microwavejournal.com/articles/40767-north-american-broadband-access-equipment-spending-drops-to-lowest-levels-in-nearly-two-years
Say Hello to AT&T Internet Air! Plug-And-Play Home Wi-Fi Installed in Less Than 15 Minutes,"August 23, 2023",LitePoint announced its collaboration with Wi-Fi Alliance® to support automatic frequency coordination (AFC) certification on its IQxel-MW 7G test platform.,https://www.microwavejournal.com/articles/40719-say-hello-to-at-and-t-internet-air-plug-and-play-home-wi-fi-installed-in-less-than-15-minutes
LitePoint Provides Wi-Fi 6E/7 Test Solution for Wi-Fi Alliance® AFC Certification,"August 15, 2023","Pasternack announced a line of Wi-Fi 6E antennas, setting a high standard in wireless communication and promises to catapult network performance and reliability to the next level.",https://www.microwavejournal.com/articles/40678-litepoint-provides-wi-fi-6e-7-test-solution-for-wi-fi-alliance-afc-certification
Pasternack Launches Wi-Fi 6E Antennas for Ultra-Fast Gigabit Transmissions,"August 14, 2023","Fairview Microwave has announced its latest line of Wi-Fi 6E components that provide robust and efficient wireless data transmission. 
",https://www.microwavejournal.com/articles/40675-pasternack-launches-wi-fi-6e-antennas-for-ultra-fast-gigabit-transmissions
Latest Line of Wi-Fi 6E Components from Fairview Microwave,"August 14, 2023",Pasternack has announced its newest line of state-of-the-art Wi-Fi 6E components.,https://www.microwavejournal.com/articles/40674-latest-line-of-wi-fi-6e-components-from-fairview-microwave
Pasternack Debuts Wi-Fi 6E Components with Enhanced Power and Bandwidth,"August 7, 2023",Fairview Microwave has announced its new line of Wi-Fi 6E antennas set to deliver flawless network communications across various applications.,https://www.microwavejournal.com/articles/40643-pasternack-debuts-wi-fi-6e-components-with-enhanced-power-and-bandwidth
New Fairview Microwave Wi-Fi 6E Antennas Provide Access to Latest Frequency Bands,"August 3, 2023","Peraso Inc announced that Zinwell has adopted Peraso's X120 chipset for its new 2.5 Gb Ethernet Bridge radio, the ZWR-V622.",https://www.microwavejournal.com/articles/40621-new-fairview-microwave-wi-fi-6e-antennas-provide-access-to-latest-frequency-bands
Zinwell Introduces 2.5 Gb Wireless Ethernet Bridge,"August 3, 2023",N/A,https://www.microwavejournal.com/articles/40619-zinwell-introduces-25-gb-wireless-ethernet-bridge
Cumulative Broadband Equipment Spending Expected to Exceed $120B Between 2022 and 2027,"August 2, 2023","According to a newly published report by Dell’Oro Group, it is predicted that sales of PON equipment for fiber to the home deployments, cable broadband access equipment and fixed wireless CPE will show a 0.2 percent CAGR from 2022 to 2027.",https://www.microwavejournal.com/articles/40610-cumulative-broadband-equipment-spending-expected-to-exceed-120b-between-2022-and-2027
RadioWaves Introduces Wi-Fi 6e/7 Point-to-Point Antennas,"July 12, 2023","RadioWaves has just introduced a new line of 6 GHz point-to-point antennas for accessing the newest Wi-Fi 6e or Wi-Fi 7 frequency bands.
",https://www.microwavejournal.com/articles/40532-radiowaves-introduces-wi-fi-6e-7-point-to-point-antennas
Wi-Fi 7 Market Worth $24.2B by 2030,"July 12, 2023","According to a recent research report published by MarketsandMarkets, the Wi-Fi 7 market is estimated at US$1.0 billion in 2023 and is projected to reach US$24.2 billion by 2030.",https://www.microwavejournal.com/articles/40531-wi-fi-7-market-worth-242b-by-2030
Wi-Fi Sensing – The Next Big Evolution of Wi-Fi,"July 11, 2023","Peraso Inc. and Jaguar Wave announced production readiness of the JW-PTP6150/51 product family from Jaguar Wave, a new point-to-point (PtP) and point-to-multipoint (PtMP) solution for 60 GHz unlicensed Fixed Wireless Access (FWA) networks utilizing Peraso’s mmWave technology.",https://www.microwavejournal.com/articles/40518-wi-fi-sensing-the-next-big-evolution-of-wi-fi
Peraso and Jaguar Wave Announce PtP and PtMP Solutions for 60 GHz mmWave FWA,"July 11, 2023",President Joe Biden is kicking off a more than $42 billion plan to give every American household access to high speed internet by 2030.,https://www.microwavejournal.com/articles/40515-peraso-and-jaguar-wave-announce-ptp-and-ptmp-solutions-for-60-ghz-mmwave-fwa
Biden Announces $42B High Speed Internet Initiative,"June 27, 2023","CableLabs and Telecom Infra Project (TIP) OpenWiFi announced the successful validation of new interoperable hardware and software, version 2.9, and the commissioning of a refreshed OpenWiFi Community Lab. ",https://www.microwavejournal.com/articles/40475-biden-announces-42b-high-speed-internet-initiative
CableLabs and TIP Successfully Test and Validate Next-Gen OpenWiFi Hardware and Software ,"June 21, 2023","Anokiwave, Inc. and Starry Group Holdings, Inc. have collaborated to develop Starry’s next-generation CPEs to deliver affordable, high capacity home broadband access across the 24 GHz and 37 GHz spectrum bands. 
",https://www.microwavejournal.com/articles/40445-cablelabs-and-tip-successfully-test-and-validate-next-gen-openwifi-hardware-and-software
"Anokiwave, Inc. and Starry Collaborate to Enable mmWave Fixed Wireless Broadband Access","June 15, 2023","The modular ThinAir® Plus architecture from ThinKom brings together two separate antennas in a single installation allowing airlines or integrators the full flexibility of satellite constellations and networks.
",https://www.microwavejournal.com/articles/40410-anokiwave-inc-and-starry-collaborate-to-enable-mmwave-fixed-wireless-broadband-access
ThinKom Launches Hybrid IFC Antenna System,"June 6, 2023",Hughes Network Systems and OneWeb announced a distribution partner agreement to provide LEO connectivity services to the global airline market with the launch of Hughes' new LEO in-flight connectivity solutions.,https://www.microwavejournal.com/articles/40307-thinkom-launches-hybrid-ifc-antenna-system
Hughes Launches LEO In-Flight Solutions and Global Distribution Partnership with OneWeb,"June 5, 2023",N/A,https://www.microwavejournal.com/articles/40302-hughes-launches-leo-in-flight-solutions-and-global-distribution-partnership-with-oneweb
Menlo Micro Addresses the Performance Needs for 5G and Broadband Wireless RF Systems with the MM5140 ,"May 9, 2023","Menlo Micro announced a product specifications update for the MM5140 DC-to-8 GHz SP4T switch. 
",https://www.microwavejournal.com/articles/40133-menlo-micro-addresses-the-performance-needs-for-5g-and-broadband-wireless-rf-systems-with-the-mm5140
"KP Performance Antennas Releases Wi-Fi 6e, Low-Profile, In-Building and Mobile Antennas","March 30, 2023","KP Performance Antennas introduced a new line of low-profile antennas covering the latest frequency bands of Wi-Fi 6E and unlicensed 6 GHz.
",https://www.microwavejournal.com/articles/39895-kp-performance-antennas-releases-wi-fi-6e-low-profile-in-building-and-mobile-antennas
"Record Year for Broadband Equipment Spending, with Revenue up 17 Percent Y/Y in 2022, According to Dell’Oro Group","March 16, 2023","According to a recently published report from Dell’Oro Group, total global revenue for the broadband access equipment market increased to $19 billion in 2022, up 17 percent year-over-year (Y/Y). ",https://www.microwavejournal.com/articles/39831-record-year-for-broadband-equipment-spending-with-revenue-up-17-percent-y-y-in-2022-according-to-delloro-group
Rohde & Schwarz and Broadcom Extend Test Collaboration for Latest Wi-Fi 7 Access Point Chipsets,"February 23, 2023",Rohde & Schwarz and Broadcom have successfully validated the R&S CMP180 radio communication tester for production testing of the latest Broadcom Wi-Fi 7 access point chipsets. ,https://www.microwavejournal.com/articles/39689-rohde-and-schwarz-and-broadcom-extend-test-collaboration-for-latest-wi-fi-7-access-point-chipsets
Richardson RFPD Announces Availability of Peraso’s PERSPECTUS Family of Modules ,"January 10, 2023",Richardson RFPD announced the availability and full design support capabilities for Peraso’s PERSPECTUS™ family of modules that enable high-capacity FWA networks in the unlicensed 60 GHz spectrum.,https://www.microwavejournal.com/articles/39461-richardson-rfpd-announces-availability-of-perasos-perspectus-family-of-modules
" POET Technologies Releases of Optical Engines for 100G, 200G and 400G for Telecom and Data Center Market","January 10, 2023","POET Technologies Inc. announced that it has released to production four optical engines, an achievement that advances the company’s commercialization goals. 
",https://www.microwavejournal.com/articles/39459-poet-technologies-releases-of-optical-engines-for-100g-200g-and-400g-for-telecom-and-data-center-market
CES 2023: Rohde & Schwarz and Broadcom Collaborate on Wi-Fi 7 Test Solution for Next-Gen Wireless Devices,"December 15, 2022",Rohde & Schwarz and Broadcom have successfully validated the R&S CMP180 radio communication testerfor Broadcom Wi-Fi 7 chipsets. ,https://www.microwavejournal.com/articles/39374-ces-2023-rohde-and-schwarz-and-broadcom-collaborate-on-wi-fi-7-test-solution-for-next-gen-wireless-devices
mmWave CMOS Integration Enables Fixed Wireless Access in Unlicensed Bands,"December 13, 2022",Pasternack has broadened its line of highly reliable 12G SDI interconnects engineered to maximize 4K and ultra-HD video signal transmission.,https://www.microwavejournal.com/articles/39334-mmwave-cmos-integration-enables-fixed-wireless-access-in-unlicensed-bands
"Pasternack Expands Series of 12G SDI Cables, Connectors","December 8, 2022","According to a recently published report from Dell’Oro Group, total global revenue for the broadband access equipment market increased to $4.7 B in 3Q 2022, up 17 percent year-over-year (Y/Y). ",https://www.microwavejournal.com/articles/39322-pasternack-expands-series-of-12g-sdi-cables-connectors
"Broadband Equipment Spending Remains at Record Levels in 3Q 2022, According to Dell’Oro Group","December 7, 2022",N/A,https://www.microwavejournal.com/articles/39306-broadband-equipment-spending-remains-at-record-levels-in-3q-2022-according-to-delloro-group
"Qorvo® Teams with MediaTek to Expand Design Wins in Smartphones, Routers and Automotive Platforms","November 29, 2022","Qorvo® announced that it has secured multiple design wins in collaboration with MediaTek that extend Qorvo’s leadership in 5G smartphones and include mobile Wi-Fi, Wi-Fi routers and 5G/Wi-Fi automotive platforms.",https://www.microwavejournal.com/articles/39273-qorvo-teams-with-mediatek-to-expand-design-wins-in-smartphones-routers-and-automotive-platforms
Wi-Fi is Essential to Bridge the Digital Divide in Rural Areas,"November 29, 2022","The Wireless Broadband Alliance (WBA) announced publication of “Rural Wi-Fi Connectivity: Challenges, Use Cases and Case Studies,” a report that demonstrates why Wi-Fi is the most economical and effective technology for bridging the digital divide in small towns, remote communities and other sparsely populated areas.",https://www.microwavejournal.com/articles/39270-wi-fi-is-essential-to-bridge-the-digital-divide-in-rural-areas
Akoustis Joins Wi-Fi NOW Industry Association as Official RF Filter Partner ,"November 22, 2022","Akoustis Technologies, Inc. announced that it has joined the Wi-Fi NOW industry association as an Official RF Filter Partner, alongside major thought leaders including Cisco, Eero, Linksys, Intel, Netgear and many more.",https://www.microwavejournal.com/articles/39238-akoustis-joins-wi-fi-now-industry-association-as-official-rf-filter-partner
Renesas Lays Out Wi-Fi Roadmap Based on Technology from Celeno Acquisition,"November 16, 2022",Renesas Electronics Corporation unveiled plans to deliver a comprehensive set of advanced Wi-Fi offerings to complement its broad portfolio of industrial and IoT products with its acquisition of Celeno.,https://www.microwavejournal.com/articles/39215-renesas-lays-out-wi-fi-roadmap-based-on-technology-from-celeno-acquisition
Akoustis Receives Three New Wi-Fi 6E Design Wins,"October 26, 2022","Akoustis Technologies, Inc. announced that it has received three new Wi-Fi 6E design wins for carrier-class applications, two design wins are for a leading European carrier-class Wi-Fi OEM and the third is for a global network communication solutions provider.",https://www.microwavejournal.com/articles/39078-akoustis-receives-three-new-wi-fi-6e-design-wins
MaxLinear Boosts its Gateway & Access Platform with Wi-Fi 7 Family of SoCs ,"October 19, 2022","MaxLinear Inc. announced the seventh generation of its Wi-Fi SoC solution targeting service provider gateways, Wi-Fi routers and access points. ",https://www.microwavejournal.com/articles/39037-maxlinear-boosts-its-gateway-and-access-platform-with-wi-fi-7-family-of-socs
Industry Report Reveals 33% Plan to Deploy Wi-Fi 7 by 2024,"October 19, 2022","As part of the WBA Annual Industry Report 2023, findings reveal more than a third (33 percent) of service providers, technology vendors and enterprises already have plans to deploy Wi-Fi 7 by the end of 2023.",https://www.microwavejournal.com/articles/39030-industry-report-reveals-33-plan-to-deploy-wi-fi-7-by-2024
Boingo Wireless Adopts Commercial Use of TIP's Open-Source Software for Wi-Fi 6E,"October 11, 2022",Telecom Infra Project announced a new milestone for its OpenWiFi products as Boingo Wireless becomes the first TIP participant to adopt TIP OpenWiFi to enhance its Wi-Fi 6E network builds for commercial deployment. ,https://www.microwavejournal.com/articles/38984-boingo-wireless-adopts-commercial-use-of-tips-open-source-software-for-wi-fi-6e
KP Performance Antennas Launches New Sector Antennas with Wi-Fi 6E Support,"October 6, 2022","KP Performance Antennas
introduced a new line of 6 GHz, Wi-Fi 6E capable sector antennas for indoor and outdoor applications such as large arenas and stadiums. ",https://www.microwavejournal.com/articles/38962-kp-performance-antennas-launches-new-sector-antennas-with-wi-fi-6e-support
KYOCERA AVX Antennas Enable Wi-Fi 6E in Swisscom’s WLAN-Box 3,"September 29, 2022","KYOCERA AVX designed and developed the custom high performance antennas implemented in Swisscom’s new third generation WLAN-Box, the WLAN-Box 3, which can be used as a repeater or WLAN access point to significantly expand Wi-Fi coverage in residential applications.  ",https://www.microwavejournal.com/articles/38931-kyocera-avx-antennas-enable-wi-fi-6e-in-swisscoms-wlan-box-3
Morse Micro Accelerates IoT Connectivity with FCC Certification,"September 21, 2022","Morse Micro announced FCC certification for its Wi-Fi HaLow Module (MM6108-MF08251) which contains the Wi-Fi HaLow SoC (MM6108). 

",https://www.microwavejournal.com/articles/38892-morse-micro-accelerates-iot-connectivity-with-fcc-certification
Broadband Equipment Spending Reaches Record Levels in the Second Quarter,"September 14, 2022","According to a recently published report from Dell’Oro Group, the total global revenue for the Broadband Access equipment market increased to $4.5 B in 2Q 2022, up 12 percent year-over-year. 
",https://www.microwavejournal.com/articles/38863-broadband-equipment-spending-reaches-record-levels-in-the-second-quarter
"Hughes Launches New High Speed, Low Latency Satellite Service Plans for Consumers","September 12, 2022","Available as HughesNet® Fusion plans, the multipath offering seamlessly blends geostationary (GEO) satellite and wireless technologies into a fast and responsive satellite internet experience.  ",https://www.microwavejournal.com/articles/38839-hughes-launches-new-high-speed-low-latency-satellite-service-plans-for-consumers
 Oledcomm President Announces Appointment of Pierre-Jean Beylier as Co-CEO ,"September 12, 2022","Oledcomm announced that Pierre-Jean Beylier has joined the company as co-CEO, alongside Benjamin Azoulay, president and co-CEO, and will focus primarily on strategy, business development and marketing. ",https://www.microwavejournal.com/articles/38838-oledcomm-president-announces-appointment-of-pierre-jean-beylier-as-co-ceo
Akoustis Receives Development Order for Two New Diplexers from Fortune 100 Internet Company ,"August 26, 2022","Akoustis Technologies, Inc. announced that it has received a development order from a Fortune 100 Internet company for two new XBAW® driven diplexers for multiple applications.",https://www.microwavejournal.com/articles/38768-akoustis-receives-development-order-for-two-new-diplexers-from-fortune-100-internet-company
GeoLinks/Curvalux Partnership to Bring Broadband Access to Unconnected Communities Across California,"August 4, 2022","GeoLinks signed a multi-million dollar deal with Curvalux, enabling GeoLinks to provide high speed internet and expanded connectivity to remote schools, businesses and unconnected communities across California.",https://www.microwavejournal.com/articles/38649-geolinks-curvalux-partnership-to-bring-broadband-access-to-unconnected-communities-across-california
"Broadband Spending Boom Will Push Market to $23.4 B in 2026,  According to Dell’Oro Group","July 28, 2022","According to a newly published report by Dell’Oro Group, predicts that sales of PON equipment for fiber to the home deployments, cable broadband access equipment, and fixed wireless CPE will all increase from 2022 to 2026.",https://www.microwavejournal.com/articles/38617-broadband-spending-boom-will-push-market-to-234-b-in-2026-according-to-delloro-group
Johanson Enhances Wi-Fi 6E and Wi-Fi 7 and Coexistence Filter Solutions,"July 25, 2022","Johanson Technology announces a tighter rejection 5.5 GHz bandpass filter and a dual-band rooftop Wi-Fi 5 and Wi-Fi 6E, 6.1 GHz, bandpass filter supporting Wi-Fi 5.5 F and Wi-Fi 6E and Wi-Fi 7 GHz bands.",https://www.microwavejournal.com/articles/38603-johanson-enhances-wi-fi-6e-and-wi-fi-7-and-coexistence-filter-solutions
NXP Enables Advanced Wi-Fi 6 Performance for Honor Magic V,"July 12, 2022",NXP’s WLAN7207H front-end module combines design freedom with premium Wi-Fi 6 and Bluetooth performance to enable high performance smartphones.,https://www.microwavejournal.com/articles/38529-nxp-enables-advanced-wi-fi-6-performance-for-honor-magic-v
Akoustis Names Kamran Cheema Chief Product Officer,"July 11, 2022","Akoustis Technologies, Inc. announced that Kamran Cheema has been appointed its new chief product officer.",https://www.microwavejournal.com/articles/38522-akoustis-names-kamran-cheema-chief-product-officer
WBA Report Sets Out How Wi-Fi 6/6E Enables Industry 4.0,"June 29, 2022","The Wireless Broadband Alliance (WBA) published “Wi-Fi 6/6E for Industrial IoT: Enabling Wi-Fi Determinism in an IoT World,” exploring how Wi-Fi’s latest features are ideal for meeting the unique, demanding requirements for a wide variety of existing and emerging IIoT applications. ",https://www.microwavejournal.com/articles/38470-wba-report-sets-out-how-wi-fi-6-6e-enables-industry-40
Qualcomm’s New Wi-Fi 7 Front-End Modules Expands RFFE Business Beyond Smartphones,"June 27, 2022","Qualcomm Technologies, Inc. announced new RFFE modules designed for Bluetooth, Wi-Fi 6E and the next-generation standard, Wi-Fi 7. The modules are designed for a wide array of device segments beyond smartphones—including automotive, XR, PCs, wearables, mobile broadband, IoT and more.",https://www.microwavejournal.com/articles/38458-qualcomms-new-wi-fi-7-front-end-modules-expands-rffe-business-beyond-smartphones
"NI Introduces Patented, Time-saving EVM Measurement Technique","June 16, 2022","NI announced a fast convergence cross-correlation measurement technique to provide best-in-class error vector magnitude (EVM) performance with Wireless LAN (WLAN) signals.
",https://www.microwavejournal.com/articles/38391-ni-introduces-patented-time-saving-evm-measurement-technique
