title,date,full_text,link
"Anduril Announces Menace-X for Mobile, Distributed Command and Control","April 30, 2024","Anduril Industries announced Menace-X, an expeditionary command, control, communications and computing (C4) vehicle-based system that extends strategic and operational-level capabilities to the tactical edge. 
",https://www.microwavejournal.com/articles/41863-anduril-announces-menace-x-for-mobile-distributed-command-and-control
Raytheon Awarded $344M Contract to Modernize Electronics Unit for Missile Development Program,"April 26, 2024","Raytheon has been awarded a $344 million contract for the development of two missile variants – the SM-2 Block IIICU and SM-6 Block IU – which will be based on a common guidance section, where the electronics and software that guide a missile to its target are housed.",https://www.microwavejournal.com/articles/41851-raytheon-awarded-344m-contract-to-modernize-electronics-unit-for-missile-development-program
Hughes Opens State-of-the-art Manufacturing Facility and Private 5G Incubation Center in Maryland,"April 26, 2024","Hughes Network Systems, LLC announced the opening of a new cutting-edge manufacturing facility and private 5G incubation center in Germantown, Md.",https://www.microwavejournal.com/articles/41850-hughes-opens-state-of-the-art-manufacturing-facility-and-private-5g-incubation-center-in-maryland
Reticulate Micro Unveils VALOR™ ESA Product Line,"April 25, 2024","Reticulate Micro announced its disruptive flat panel antenna product family, VALOR.",https://www.microwavejournal.com/articles/41846-reticulate-micro-unveils-valor-esa-product-line
Kratos & SES Demonstrate Fully-Virtualized SATCOM Ground System for U.S. Army,"April 18, 2024",Kratos and SES successfully executed a fully virtualized satellite communications (SATCOM) ground system demonstration for the U.S. Army’s Combat Capabilities Development Command.,https://www.microwavejournal.com/articles/41808-kratos-and-ses-demonstrate-fully-virtualized-satcom-ground-system-for-us-army
BlueHalo Awards Mercury Production Agreement to Provide Digital Signal Processing Hardware for USSF Satellite Control System,"April 18, 2024",Mercury Systems announced a production agreement with BlueHalo to support the U.S. Space Force (USSF)’s Satellite Communication Augmentation Resource (SCAR) program.,https://www.microwavejournal.com/articles/41806-bluehalo-awards-mercury-production-agreement-to-provide-digital-signal-processing-hardware-for-ussf-satellite-control-system
ICEYE Raises Oversubscribed Growth Funding Round to Expand Global SAR Leadership,"April 17, 2024",ICEYE announced definitive agreement signed for an oversubscribed $93 million growth funding round. ,https://www.microwavejournal.com/articles/41804-iceye-raises-oversubscribed-growth-funding-round-to-expand-global-sar-leadership
Reticulate Micro Named Exclusive Supplier of Himera Tactical Radios in U.S.,"April 16, 2024",Reticulate will serve as the exclusive supplier of Himera’s battle-proven electronic warfare (EW)-protected tactical communication systems in the U.S. and with key global government customers.,https://www.microwavejournal.com/articles/41798-reticulate-micro-named-exclusive-supplier-of-himera-tactical-radios-in-us
U.S. Missile Defense Agency Selects Lockheed Martin to Provide its Next Generation Interceptor,"April 16, 2024","On April 15, the Missile Defense Agency selected Lockheed Martin to deliver the nation's new homeland missile defense capability, the Next Generation Interceptor (NGI).",https://www.microwavejournal.com/articles/41793-us-missile-defense-agency-selects-lockheed-martin-to-provide-its-next-generation-interceptor
Ducommun Incorporated Announces Award of Major Defense Orders for Raytheon Radar Systems,"April 15, 2024",Ducommun Incorporated announced two major awards totaling over $50 million in revenue for the Raytheon SPY-6 family of radar systems. ,https://www.microwavejournal.com/articles/41791-ducommun-incorporated-announces-award-of-major-defense-orders-for-raytheon-radar-systems
Aitech Enhances Space Technologies Production Through Partnership with LACO Technologies,"April 8, 2024","Aitech Systems has expanded its in-house space production and testing capabilities by implementing a thermal vacuum system from LACO Technologies

",https://www.microwavejournal.com/articles/41765-aitech-enhances-space-technologies-production-through-partnership-with-laco-technologies
U.S. Navy Set to Test Epirus Drone,"April 8, 2024",Epirus announced that the 2024 Advanced Naval Technology Exercise Coastal Trident Program (ANTX-CT24) will include field experiments to investigate the ability of the company’s long-pulse HPM technology to temporarily disable small vessels powered by outboard motors.,https://www.microwavejournal.com/articles/41764-us-navy-set-to-test-epirus-drone
Kratos Demonstrates Fully Virtualized Satcom Over LEO for U.S. Army,"April 5, 2024","Kratos Defense & Security Solutions, Inc. announced that it successfully demonstrated a fully virtualized satellite communications (satcom) ground system using Kratos’ OpenSpace® Platform for the U.S. Army’s PEO C3T.",https://www.microwavejournal.com/articles/41750-kratos-demonstrates-fully-virtualized-satcom-over-leo-for-us-army
MathWorks Announces Release 2024a of MATLAB and Simulink  ,"April 4, 2024","MathWorks unveiled Release 2024a (R2024a) of the MATLAB® and Simulink® product families.
",https://www.microwavejournal.com/articles/41746-mathworks-announces-release-2024a-of-matlab-and-simulink
Greenerwave Unveils its First Satcom User Terminal to Meet the Connectivity Needs of LEO and GEO,"April 3, 2024",Greenerwave unveils its first satellite communications (SATCOM) user terminal designed to revolutionize the SATCOM landscape. ,https://www.microwavejournal.com/articles/41738-greenerwave-unveils-its-first-satcom-user-terminal-to-meet-the-connectivity-needs-of-leo-and-geo
Hughes Enables Worldwide LEO Connectivity with Eutelsat OneWeb Approval of New ESA,"April 2, 2024","Hughes Network Systems announced the commercial availability of the Hughes HL1120W Terminal. 
",https://www.microwavejournal.com/articles/41728-hughes-enables-worldwide-leo-connectivity-with-eutelsat-oneweb-approval-of-new-esa
"U.S. Army Awards Lockheed Martin $483M JAGM, HELLFIRE Follow-On Production Contract","April 2, 2024",The U.S. Army awarded Lockheed Martin a follow-on production contract for Joint-Air-to-Ground Missiles (JAGM) and HELLFIRE missiles with a Program Year 3 (PY3) award total value of $483 million.,https://www.microwavejournal.com/articles/41727-us-army-awards-lockheed-martin-483m-jagm-hellfire-follow-on-production-contract
"US Army Awards $12M Contract Extension to Gilat to Sustain Anytime, Anywhere Satellite Connectivity","April 2, 2024","Gilat Satellite Networks Ltd. announced that the U.S. Army awarded a $12 million contract to its subsidiary DataPath, Inc., for the continuation of a program to sustain anytime, anywhere satellite connectivity.",https://www.microwavejournal.com/articles/41726-us-army-awards-12m-contract-extension-to-gilat-to-sustain-anytime-anywhere-satellite-connectivity
The Satcoms Innovation Group Welcomes Four New Academic Members,"April 2, 2024","Satcoms Innovation Group welcomed Coleg Cambria, the Institute of Physics, the Northern Space Consortium and the Space Wales Network and the Space Wales Leadership Group. ",https://www.microwavejournal.com/articles/41725-the-satcoms-innovation-group-welcomes-four-new-academic-members
SATELLITE 2024 Sets New Records and Embraces Industry Expansion,"March 29, 2024","SATELLITE 2024 boasted 450 exhibiting companies from over 30 countries, occupying 88,000 net square feet of exhibit space – a 24 percent year-over-year increase, marking the largest show floor in its 40+ year history.
",https://www.microwavejournal.com/articles/41724-satellite-2024-sets-new-records-and-embraces-industry-expansion
Peraso Announces mmWave Platform for Stealthy Tactical Communications,"March 26, 2024","Peraso Inc. announced a new wireless platform utilizing the company’s proven mmWave product line for secure tactical communications. 
",https://www.microwavejournal.com/articles/41711-peraso-announces-mmwave-platform-for-stealthy-tactical-communications
Pixus Offers Pluggable Tier 3 SOSA Aligned Chassis Manager,"March 26, 2024",Pixus Technologies now offers a Tier 3 SOSA aligned chassis management module for OpenVPX that is pluggable.,https://www.microwavejournal.com/articles/41706-pixus-offers-pluggable-tier-3-sosa-aligned-chassis-manager
RTX's Raytheon Awarded $1.2B Contract to Provide Patriot Air and Missile Defense Systems to Germany,"March 22, 2024","Raytheon was awarded a $1.2 billion contract to supply Germany with Patriot® air and missile defense systems. 
",https://www.microwavejournal.com/articles/41698-rtxs-raytheon-awarded-12b-contract-to-provide-patriot-air-and-missile-defense-systems-to-germany
Sivers Semiconductors Extends Partnership with Strategic Lead Satcom Customer,"March 21, 2024",Sivers Wireless has signed a third product development agreement with its lead European Satellite Company to develop next-generation production-ready beamformer chipsets.,https://www.microwavejournal.com/articles/41687-sivers-semiconductors-extends-partnership-with-strategic-lead-satcom-customer
Mercury Systems and Lockheed Martin to Advance Defense Manufacturing Capabilities in Switzerland,"March 21, 2024","Mercury Mission Systems International SA announced that it will advance the manufacturing of defense technologies in Switzerland in collaboration with Lockheed Martin.
",https://www.microwavejournal.com/articles/41685-mercury-systems-and-lockheed-martin-to-advance-defense-manufacturing-capabilities-in-switzerland
Hanwha Phasor Launches Enterprise-Grade Flat-panel Satellite Antenna for Mobile Communications,"March 20, 2024","Hanwha Phasor announced it will release its land antenna, for mobile communications, the Phasor L3300B, to the market in Q3 of 2024.
",https://www.microwavejournal.com/articles/41680-hanwha-phasor-launches-enterprise-grade-flat-panel-satellite-antenna-for-mobile-communications
Reticulate Micro Joins WAVE Consortium as Founding Member ,"March 18, 2024","Reticulate Micro, Inc announced that it has joined the Waveform Architecture for Virtualized Ecosystems (WAVE) Consortium.",https://www.microwavejournal.com/articles/41674-reticulate-micro-joins-wave-consortium-as-founding-member
"Kymeta Begins Fulfilling Customer Orders of its First Multi-Orbit, On-the-Move Flat-Panel Antenna for Military Users","March 18, 2024","Kymeta announced at SATELLITE 2024 that the Osprey u8 HGL, a hybrid geostationary/low earth orbit (GEO/LEO/LTE) terminal purpose-built for military users, is shipping out of their facility in Woodinville, Wash. ",https://www.microwavejournal.com/articles/41672-kymeta-begins-fulfilling-customer-orders-of-its-first-multi-orbit-on-the-move-flat-panel-antenna-for-military-users
Mercury Announces Early Access Program for New Direct RF Multi-Chip Module Powered by AMD Versal Adaptive SoCs,"March 18, 2024","Mercury Systems, Inc. announced the early access program for its RFS1140 direct RF system-in-package (SiP).",https://www.microwavejournal.com/articles/41671-mercury-announces-early-access-program-for-new-direct-rf-multi-chip-module-powered-by-amd-versal-adaptive-socs
Eutelsat Group Validates Drone-based ESVA Testing by Quadsat,"March 18, 2024",Quadsat has partnered with Eutelsat Group to define a new method for conducting earth station verification assistance (ESVA) tests.,https://www.microwavejournal.com/articles/41670-eutelsat-group-validates-drone-based-esva-testing-by-quadsat
Hughes JUPITER 3 Satellite Delivering a New Era of Connectivity,"March 15, 2024","Hughes Network Systems, LLC announced that its JUPITER™ 3 satellite is providing services to subscribers in the U.S., Canada, Mexico, Brazil, Peru, Ecuador, Argentina and Colombia. 
",https://www.microwavejournal.com/articles/41666-hughes-jupiter-3-satellite-delivering-a-new-era-of-connectivity
ThinKom and Telesat Expand Agreement for LEO Operations,"March 14, 2024","Telesat and ThinKom Solutions, Inc. announced an expanded development partnership to certify ThinKom’s ThinAir® Ka2517 antenna for the Telesat Lightspeed LEO satellite network.",https://www.microwavejournal.com/articles/41660-thinkom-and-telesat-expand-agreement-for-leo-operations
Cubic to Demonstrate ‘Space to Edge’ Assured Data Solutions at Satellite 2024 ,"March 13, 2024","Cubic will showcase its portfolio of mission-critical technologies at this year’s Satellite Conference & Exhibition from March 19–21 in the Walter E. Washington Convention Center, Washington D.C.",https://www.microwavejournal.com/articles/41648-cubic-to-demonstrate-space-to-edge-assured-data-solutions-at-satellite-2024
RCSC Selects Hughes JUPITER System to Help Bridge the Digital Divide in Kazakhstan,"March 13, 2024","Hughes Network Systems, LLC announced that the Republican Center of Space Communication (RCSC) has chosen the Hughes JUPITER™ System ground platform to help close the digital divide in Kazakhstan. ",https://www.microwavejournal.com/articles/41647-rcsc-selects-hughes-jupiter-system-to-help-bridge-the-digital-divide-in-kazakhstan
SpacePath to Showcase Full Spectrum of Outdoor mmWave Amplifiers at Satellite 2024,"March 13, 2024",SpacePath Communications will be showcasing its high-power mmWave traveling wave tube amplifiers (TWTAs) at Satellite 2024 in Washington DC.,https://www.microwavejournal.com/articles/41645-spacepath-to-showcase-full-spectrum-of-outdoor-mmwave-amplifiers-at-satellite-2024
Northrop Grumman Digital Radar Warning Receiver Enters Production,"March 12, 2024",Northrop Grumman Corporation has been awarded a multi-year contract to produce initial production units of the AN/APR-39E(V)2 radar warning receivers for the U.S. Army.,https://www.microwavejournal.com/articles/41643-northrop-grumman-digital-radar-warning-receiver-enters-production
SIG Announces Partnership with ETL Systems to Host 2024 European Workshop,"March 12, 2024","The Satcoms Innovation Group (SIG) has announced that its European Workshop will take place at ETL Systems in Herefordshire, U.K. ",https://www.microwavejournal.com/articles/41640-sig-announces-partnership-with-etl-systems-to-host-2024-european-workshop
mmTron Announces the Latest Disruptive PA in Satcom Portfolio,"March 7, 2024",mmTron released their latest disruptive PA in their satcom portfolio. ,https://www.microwavejournal.com/articles/41632-mmtron-announces-the-latest-disruptive-pa-in-satcom-portfolio
Quadsat Expands Product Range Ahead of Satellite 2024,"March 7, 2024","Quadsat launched its latest product range ahead of Satellite 2024, including an extended breadth of frequency ranges and the addition of uplink capabilities.",https://www.microwavejournal.com/articles/41625-quadsat-expands-product-range-ahead-of-satellite-2024
ThinKom Introduces ThinAir® GT,"March 7, 2024","ThinKom Solutions, Inc. released ThinAir GT 2517 and GT 1717 Ka-Band systems, for commercial and government networks, including LEO, MEO, GEO and HEO constellations. ",https://www.microwavejournal.com/articles/41623-thinkom-introduces-thinair-gt
Teledyne e2v HiRel Releases Catalog Radiation Tolerant S-Band Ultra-Low Noise Amplifier for Space Applications,"March 6, 2024","Teledyne e2v HiRel announced the availability of a rad-tolerant S-Band low noise amplifier, model TDLNA2050SEP, that is ideal for use in demanding high reliability, space and radar applications ",https://www.microwavejournal.com/articles/41621-teledyne-e2v-hirel-releases-catalog-radiation-tolerant-s-band-ultra-low-noise-amplifier-for-space-applications
U.S. Space Force Awards Boeing WGS-12 Communications Satellite Production Contract,"March 6, 2024","Boeing received a $439.6 million contract to build the 12th Wideband Global SATCOM (WGS) communications satellite for U.S. Space Force's Space Systems Command. 
",https://www.microwavejournal.com/articles/41602-us-space-force-awards-boeing-wgs-12-communications-satellite-production-contract
Kymeta Announces Grant of Two New U.S. Patents for Multi-Network Operation,"March 5, 2024","Kymeta announced the U.S. Patent and Trademark Office awarded Kymeta Corporation two U.S. patents. The first patent is related to the cooperation of an SD-WAN edge appliance and a satellite terminal, and the second patent is related to an ESA antenna. ",https://www.microwavejournal.com/articles/41596-kymeta-announces-grant-of-two-new-us-patents-for-multi-network-operation
Reticulate Micro Transmits First-ever Real-time Streaming Video Over UHF TACSAT in Army Demonstration ,"March 5, 2024","Reticulate Micro, Inc. announced that it successfully streamed live video over a UHF TACSAT radio link, a first for the industry.",https://www.microwavejournal.com/articles/41594-reticulate-micro-transmits-first-ever-real-time-streaming-video-over-uhf-tacsat-in-army-demonstration
1200 MHz Radar Bandwidth In-Orbit Technology Demonstrator Enhances ICEYE’s Expansive SAR Satellite Constellation,"March 5, 2024","ICEYE successfully launched three additional SAR satellites, including a 1200 MHz radar bandwidth in-orbit technology demonstrator that will enable 25 cm imaging.
",https://www.microwavejournal.com/articles/41593-1200-mhz-radar-bandwidth-in-orbit-technology-demonstrator-enhances-iceyes-expansive-sar-satellite-constellation
Iridium to Expand its Reach as a Global Alternative PNT Service with Acquisition of Market Leader Satelles,"March 4, 2024","Iridium announced that it had entered into an agreement to acquire Satelles, Inc., a leader in highly secure satellite-based time and location services that complement and protect GPS and other GNSS-reliant systems.

",https://www.microwavejournal.com/articles/41579-iridium-to-expand-its-reach-as-a-global-alternative-pnt-service-with-acquisition-of-market-leader-satelles
U.S. Navy Selects Mercury to Deliver Electronic Warfare Combat Training Subsystems,"March 1, 2024","Mercury Systems, Inc. announced that it received a five-year, $243.8 million contract to deliver rapidly reprogrammable electronic attack training subsystems for the Naval Air Warfare Center Weapons Division.
",https://www.microwavejournal.com/articles/41564-us-navy-selects-mercury-to-deliver-electronic-warfare-combat-training-subsystems
Autonomous Flight Termination Unit Successfully Launched During Live Hypersonic Flight Test,"February 26, 2024",CAES announced that its autonomous flight termination unit (AFTU) performed flawlessly on a recent flight of a hypersonic test platform.,https://www.microwavejournal.com/articles/41536-autonomous-flight-termination-unit-successfully-launched-during-live-hypersonic-flight-test
