title,date,full_text,link
Arctic Semiconductor Announces 3GPP Compliant Platform for 5G Private Networks Featuring Products from Skyworks and Synergy,"May 22, 2024","Arctic Semiconductor announced that its low power, high performance 4x4 transceiver IceWings is powering a new small cell platform that has passed 3GPP specification and will soon be available in mass production. ",https://www.microwavejournal.com/articles/42020-arctic-semiconductor-announces-3gpp-compliant-platform-for-5g-private-networks-featuring-products-from-skyworks-and-synergy
Ericsson Hosts Exclusive Event at its Ericsson USA 5G Smart Factory,"May 22, 2024","Ericsson hosted an exclusive event at the Ericsson USA 5G Smart Factory in Lewisville, Texas, including a tour of the facility and hosted programming to reveal the inner workings of the 5G Smart Factory.",https://www.microwavejournal.com/articles/42016-ericsson-hosts-exclusive-event-at-its-ericsson-usa-5g-smart-factory
Mouser Explores the World of 5G with Extensive Technical Resource Center and New Products for Engineers,"May 16, 2024","Mouser Electronics, Inc. provides engineers with insightful and trusted resources in its 5G content hub.",https://www.microwavejournal.com/articles/41995-mouser-explores-the-world-of-5g-with-extensive-technical-resource-center-and-new-products-for-engineers
"RAN Market Still a Disaster, According to Dell’Oro Group","May 16, 2024","According to a recently published report from Dell’Oro Group, preliminary findings reveal that the Radio Access Network (RAN) market is still struggling after the peak in 2022.
",https://www.microwavejournal.com/articles/41990-ran-market-still-a-disaster-according-to-delloro-group
Aviz Networks and Spirent Collaborate to Bring a New Dimension to 5G Network Applications and Intelligence,"May 13, 2024","Spirent Communications plc and Aviz Networks announced a collaboration to further strengthen the Networking 3.0 Stack by offering customers more open, hardware vendor-agnostic methods for conducting intelligent traffic monitoring across various 5G network applications. ",https://www.microwavejournal.com/articles/41999-aviz-networks-and-spirent-collaborate-to-bring-a-new-dimension-to-5g-network-applications-and-intelligence
The Emergence of mmWave Applications Drives Interconnection Development,"May 13, 2024","Major enhancements have been made for the advancement of next-generation applications, network resilience and support of converged services for residential customers thanks to Broadband Forum’s latest 5G work that is integrating wireless and wireline networks.",https://www.microwavejournal.com/articles/41918-the-emergence-of-mmwave-applications-drives-interconnection-development
Enhancements Made to Key 5G Convergence Standards,"May 2, 2024","Skylo Technologies announces the certification of Sony Semiconductor Israel's ALT1250 chipset as part of the Skylo Certification Program.
",https://www.microwavejournal.com/articles/41881-enhancements-made-to-key-5g-convergence-standards
Skylo Technologies Certifies Sony's Altair ALT1250 Chipset for its Satellite Network,"May 1, 2024","Keysight Technologies, Inc. has validated new conformance test cases for 3GPP Rel-17 standards for non-terrestrial networks using NB-IoT technology. 
",https://www.microwavejournal.com/articles/41874-skylo-technologies-certifies-sonys-altair-alt1250-chipset-for-its-satellite-network
Keysight Secures New Test Case Validations for Narrowband NTNs Standard,"April 29, 2024","Satellites are gaining prominence in cellular communication, while their potential to complement terrestrial networks, phone services and broadband is still unclear, according to the GSA report, “Non-Terrestrial 5G Networks and Satellite Connectivity.” 
",https://www.microwavejournal.com/articles/41854-keysight-secures-new-test-case-validations-for-narrowband-ntns-standard
"5G NTN Growth Continues but Worldwide is Still in Infancy, GSA Data Shows","April 24, 2024",N/A,https://www.microwavejournal.com/articles/41832-5g-ntn-growth-continues-but-worldwide-is-still-in-infancy-gsa-data-shows
Software Radio Systems Announces 5G Small Cell Platform in Partnership with Picocom,"April 23, 2024","Software Radio Systems has announced the successful integration, test and validation of the srsRAN Enterprise 5G stack with the Picocom L1 for small cells. ",https://www.microwavejournal.com/articles/41825-software-radio-systems-announces-5g-small-cell-platform-in-partnership-with-picocom
Rohde & Schwarz and VIAVI Support European OTIC in Berlin for O-RAN Conformance Certification,"April 19, 2024","In their first successful certification of an O-RAN radio unit (O-RU), according to O-RAN ALLIANCE as part of the O-RAN Certification and Badging Program, i14y Lab has relied on the integrated solution for O-RU conformance testing by Rohde & Schwarz and VIAVI.",https://www.microwavejournal.com/articles/41814-rohde-and-schwarz-and-viavi-support-european-otic-in-berlin-for-o-ran-conformance-certification
"China Mobile, Qualcomm and ZTE Achieve 5.4 Gbps with Industry's First 3CC CA & 1024QAM Test","April 19, 2024","ZTE Corporation collaborated with China Mobile's Zhejiang Branch and Qualcomm Technologies, Inc. to achieve a groundbreaking milestone in 5.4 Gbps peak data rates. ",https://www.microwavejournal.com/articles/41813-china-mobile-qualcomm-and-zte-achieve-54-gbps-with-industrys-first-3cc-ca-and-1024qam-test
Private Wireless RAN Revenues up ~40 Percent in 2023,"April 11, 2024","According to a newly published forecast report by Dell’Oro Group, Private Wireless Radio Access Network (RAN) revenue growth slowed in the fourth quarter on a year-over-year (Y/Y) basis; however, full-year revenues still accelerated around 40 percent in 2023.",https://www.microwavejournal.com/articles/41777-private-wireless-ran-revenues-up-40-percent-in-2023
Quectel Broadens RedCap Offering With Commercial Availability of RG255C-GL RedCap 5G Module,"April 10, 2024","Quectel Wireless Solutions announced the commercial availability of the RG255C-GL 5G RedCap Sub-6 GHz LGA module, delivering comprehensive 5G and 4G coverage across the globe. 
",https://www.microwavejournal.com/articles/41775-quectel-broadens-redcap-offering-with-commercial-availability-of-rg255c-gl-redcap-5g-module
"Aramco and GCT Semiconductor Holding, Inc. Sign MOU to Accelerate the Development of the 4G and 5G Ecosystem in Saudi Arabia","April 10, 2024","Aramco has signed a Memorandum of Understanding (MOU) with GCT Semiconductor Holding Inc., setting the stage for a strategic collaboration that would further develop the 4G/5G ecosystem in Saudi Arabia
",https://www.microwavejournal.com/articles/41774-aramco-and-gct-semiconductor-holding-inc-sign-mou-to-accelerate-the-development-of-the-4g-and-5g-ecosystem-in-saudi-arabia
IDTechEx Discusses AiP Market Dynamics: Drivers and Challenges in 5G and 6G,"April 3, 2024","IDTechEx released its report, “Antenna in Package (AiP) for 5G and 6G 2024-2034: Technologies, Trends, Markets.”",https://www.microwavejournal.com/articles/41737-idtechex-discusses-aip-market-dynamics-drivers-and-challenges-in-5g-and-6g
"Global 5G Connections Surge to 1.76B, 66 Percent Growth YoY as North America Leads Charge","March 28, 2024","In 2023, adoption of 5G connections accelerated, reaching 1.76 billion globally by adding 700 million, according to 5G Americas and data from Omdia.
",https://www.microwavejournal.com/articles/41721-global-5g-connections-surge-to-176b-66-percent-growth-yoy-as-north-america-leads-charge
5G FWA Market Size to Grow by US$110.76B from 2024-2028,"March 28, 2024","The global 5G fixed wireless access (FWA) market size is estimated to grow by USD 110.76 billion from 2024-2028, according to Technavio. 
",https://www.microwavejournal.com/articles/41716-5g-fwa-market-size-to-grow-by-us11076b-from-2024-2028
Telecom Capex Declined in 2023 as Operators Scale Back on 5G,"March 28, 2024","According to a recently published report from Dell'Oro Group, telecom operators are now scaling back their investments in 5G. 
",https://www.microwavejournal.com/articles/41715-telecom-capex-declined-in-2023-as-operators-scale-back-on-5g
Semtech Pioneers the Path to 6G with Advanced 5G Wireless Technologies,"March 28, 2024","Highlighting its Tri-Edge™ GN2256 for 50G DWDM applications alongside its expansive 5G wireless portfolio, Semtech is setting new standards for the telecommunications industry",https://www.microwavejournal.com/articles/41714-semtech-pioneers-the-path-to-6g-with-advanced-5g-wireless-technologies
5G Open Innovation Lab Announces its Ninth Startup Batch,"March 7, 2024","5G Open Innovation Lab (5G OI Lab) announced its Batch 9 cohort, eleven startups carefully curated from around the globe to embark on 5G OI Lab’s Spring program.",https://www.microwavejournal.com/articles/41659-5g-open-innovation-lab-announces-its-ninth-startup-batch
Keysight and ETS-Lindgren Deliver First Narrowband NTNs OTA Test Solution,"March 6, 2024","Keysight Technologies, Inc. and ETS-Lindgren announce an industry-first over-the-air (OTA) test solution for devices supporting the narrowband non-terrestrial networks (NB-NTNs) technology.
",https://www.microwavejournal.com/articles/41603-keysight-and-ets-lindgren-deliver-first-narrowband-ntns-ota-test-solution
Kontron Launches 5G Mobile Private Network for German Production Facility,"February 28, 2024","Kontron
has launched a commercial 5G campus network at Kontron Europe GmbH's production and warehouse facilities in Augsburg, Germany.
",https://www.microwavejournal.com/articles/41549-kontron-launches-5g-mobile-private-network-for-german-production-facility
Keysight Enables Open RAN mMIMO Innovation ,"February 27, 2024","Keysight Technologies, Inc. is enabling Intel to develop and validate mMIMO beamforming designs for use in Open Radio Access Networks (RAN) with Open RAN Studio, accelerating the adoption of Open RAN architectures by mobile network operators.",https://www.microwavejournal.com/articles/41545-keysight-enables-open-ran-mmimo-innovation
Leading the Wave: Taiwanese Companies Join Forces to Expand 5G Access Networking,"February 27, 2024","Pegatron 5G has chosen Aethertek and Metanoia to propel its FR2 product line, supporting various frequency bands.
",https://www.microwavejournal.com/articles/41541-leading-the-wave-taiwanese-companies-join-forces-to-expand-5g-access-networking
Two Setups for 5G RF & RRM Conformance Testing:  TS8980S-4A / TS8980FTA-3A ,"February 22, 2024",Rohde & Schwarz is introducing two new setups for 5G RF and RRM conformance testing: the R&S TS8980S-4A and the R&S TS8980FTA-3A.,https://www.microwavejournal.com/articles/41524-rohde-and-schwarz-presents-3gpp-5g-conformance-test-solutions-with-smallest-footprint-on-the-market
Rohde & Schwarz and MediaTek to Showcase 5G NTN-NR Rel.17 Connection at MWC 2024,"February 22, 2024",Rohde & Schwarz and MediaTek have teamed up to demonstrate a 5G non-terrestrial network (NTN) new radio (NR) connection based on the latest 3GPP Release 17 specifications at MWC 2024. ,https://www.microwavejournal.com/articles/41523-rohde-and-schwarz-and-mediatek-to-showcase-5g-ntn-nr-rel17-connection-at-mwc-2024
Dense Air Joins Forces with Radisys and EdgeQ to Shape the Ecosystem of Shared Wireless at MWC,"February 22, 2024","Dense Air, Radisys and EdgeQ announce a state-of-the-art integrated neutral host as-a-service offering at Mobile World Congress in Barcelona. ",https://www.microwavejournal.com/articles/41521-dense-air-joins-forces-with-radisys-and-edgeq-to-shape-the-ecosystem-of-shared-wireless-at-mwc
SynaXG Unveils New O-RAN and AI Solutions at MWC Barcelona 2024,"February 21, 2024","SynaXG announced it will unveil its 5G Open Radio Access Network (O-RAN) platforms and technologies at MWC Barcelona 2024.
",https://www.microwavejournal.com/articles/41515-synaxg-unveils-new-o-ran-and-ai-solutions-at-mwc-barcelona-2024
Rohde & Schwarz First to Test 5G eCall Interoperability of Quectel’s 5G Module with  Wideband Radio Communication Tester,"February 21, 2024","Quectel Wireless Solutions and Rohde & Schwarz have successfully validated Quectel’s innovative 5G eCall module, part of the AG56xN series of automotive modules. ",https://www.microwavejournal.com/articles/41504-rohde-and-schwarz-first-to-test-5g-ecall-interoperability-of-quectels-5g-module-with-wideband-radio-communication-tester
Türk Telekom & Parallel Wireless Extend Partnership With GreenRAN™ Software & First 5G AMD-Based mMIMO,"February 21, 2024","Parallel Wireless and Türk Telekom expanded their collaboration on Open RAN initiatives with the integration of Parallel Wireless’s Open RAN 2G, 3G and 4G technology within Türk Telekom’s field trial infrastructure.",https://www.microwavejournal.com/articles/41503-turk-telekom-and-parallel-wireless-extend-partnership-with-greenran-software-and-first-5g-amd-based-mmimo
Spirent Report: 5G Standalone and Private Networks Ready to be Unleashed,"February 20, 2024","Spirent Communications plc released its fifth annual 5G outlook report, based on analysis and takeaways from over 500 new global 5G engagements in 2023.
",https://www.microwavejournal.com/articles/41500-spirent-report-5g-standalone-and-private-networks-ready-to-be-unleashed
RAN Market Shows Faint Signals of Life in 4Q 2023,"February 20, 2024","According to a recently published report from Dell’Oro Group, preliminary findings reveal that the RAN market concluded the year with another difficult quarter, resulting in a global decrease of nearly $4 billion in RAN revenues for the full year of 2023.
",https://www.microwavejournal.com/articles/41496-ran-market-shows-faint-signals-of-life-in-4q-2023
Anritsu Enhances Test Station MT8000A to Support 6 GHz Band RF Test for 5G FR1 Devices,"February 15, 2024","Anritsu Company introduces the 5G New Radio Licensed 6 GHz Band Measurement MX800010A-014 software that extends the measurement capability of its Radio Communication Test Station MT8000A.
",https://www.microwavejournal.com/articles/41491-anritsu-enhances-test-station-mt8000a-to-support-6-ghz-band-rf-test-for-5g-fr1-devices
Rohde & Schwarz Enables Qualcomm to Pioneer New Frequency Ranges for Future 5G-A and 6G networks,"February 15, 2024",Rohde & Schwarz technology plays a key role in enabling Qualcomm Technologies to show the readiness and effectiveness of the latest RF modem technology for FR3.,https://www.microwavejournal.com/articles/41485-rohde-and-schwarz-enables-qualcomm-to-pioneer-new-frequency-ranges-for-future-5g-advanced-and-6g-networks
Rohde & Schwarz Collaborates with Sony Semiconductor Israel to Reach Milestones for NTN NB-IoT Rollout,"February 14, 2024","In collaboration with Sony, Rohde & Schwarz has successfully validated and verified Sony’s Altair device for its NTN NB-IoT capability. ",https://www.microwavejournal.com/articles/41472-rohde-and-schwarz-collaborates-with-sony-semiconductor-israel-to-reach-milestones-for-ntn-nb-iot-rollout
5G Must be Simpler Than it is Today,"February 13, 2024","Rohde & Schwarz will present a 5G-V2X test setup with the R&S CMP180 and a third-generation chipset from Autotalks at the Mobile World Congress 2024 at the Fira Gran Via in Barcelona in hall 5, booth 5A80. 
",https://www.microwavejournal.com/blogs/25-5g/post/41471-5g-must-be-simpler-than-it-is-today
Rohde & Schwarz and Autotalks Collaborate to Verify First 5G-V2X Chipset ,"February 13, 2024",Rohde & Schwarz has partnered with Slalom for a test bed for XR-based use cases.,https://www.microwavejournal.com/articles/41465-rohde-and-schwarz-and-autotalks-collaborate-to-verify-first-5g-v2x-chipset
Rohde & Schwarz and Slalom Join Forces to Realize 5G-enabled AR-Animated Avatar Calls,"February 8, 2024",N/A,https://www.microwavejournal.com/articles/41434-rohde-and-schwarz-and-slalom-join-forces-to-realize-5g-enabled-ar-animated-avatar-calls
Ericsson and Verizon Advance 5G Capabilities with L4S Trial Success,"February 6, 2024","Verizon and Ericsson recently completed a trial of advanced low latency, low-loss, scalable throughput (L4S) capabilities that will optimize Verizon’s 5G network for more robust solutions.",https://www.microwavejournal.com/articles/41427-ericsson-and-verizon-advance-5g-capabilities-with-l4s-trial-success
GSOA & ESA Strengthen Collaboration to Foster 5G & 6G Space-Based Systems,"February 6, 2024","The GSOA and the ESA announced a significant milestone in their collaborative efforts to cooperate in the areas of space-based 5G and 6G ecosystem, innovation of 5G and 6G networks and the integration of satellite and terrestrial networks and technologies.",https://www.microwavejournal.com/articles/41421-gsoa-and-esa-strengthen-collaboration-to-foster-5g-and-6g-space-based-systems
"Buoyed by mmWave 5G, Low-Loss Materials for 5G Market to Surpass US$2.1B by 2034","February 5, 2024","The demand for low transmission loss, or low-loss, materials for 5G applications is buoying the market to surpass USD$2.1 billion by 2034, as predicted by IDTechEx’s new report, “Low-Loss Materials for 5G and 6G 2024-2034: Markets, Trends, Forecasts.”",https://www.microwavejournal.com/articles/41419-buoyed-by-mmwave-5g-low-loss-materials-for-5g-market-to-surpass-us21b-by-2034
Keysight Leads Skylo NTN Certification Program with Validated Test Cases,"February 1, 2024","Keysight Technologies, Inc. has extended the number of its test cases available for the Skylo Technologies non-terrestrial network (NTN) certification program to 21.
",https://www.microwavejournal.com/articles/41412-keysight-leads-skylo-ntn-certification-program-with-validated-test-cases
Rohde & Schwarz and VIAVI Verify NEC O-RU Design at O-RAN Global PlugFest Fall 2023 ,"January 31, 2024","At the recent O-RAN ALLIANCE Global PlugFest Fall 2023, Rohde & Schwarz and VIAVI Solutions presented their integrated solution for automated conformance testing of O-RAN radio units.",https://www.microwavejournal.com/articles/41404-rohde-and-schwarz-and-viavi-verify-nec-o-ru-design-at-o-ran-global-plugfest-fall-2023
Keysight Gains Validation for First 3GPP Rel-16 16/32 Transmitter Performance Enhancement Test Cases,"January 29, 2024","Keysight Technologies, Inc. gained approval for the industry’s first 3GPP Rel-16 5G NR single and multiple PMI test cases for 16 and 32 element transmitters operating on the FDD and TDD bands.
",https://www.microwavejournal.com/articles/41397-keysight-gains-validation-for-first-3gpp-rel-16-16-32-transmitter-performance-enhancement-test-cases
ATIS and EU Smart Networks and Services Joint Undertaking Publish “Beyond 5G & 6G Roadmap” for EU-US Collaboration,"January 29, 2024","ATIS’ Next G Alliance and the 6G Industry Association
 announced publication of the “EU-US Beyond 5G/6G Roadmap” — a major first step in affirming the two regions’ commitment to collaborating in the development of 6G networks. 
",https://www.microwavejournal.com/articles/41394-atis-and-eu-smart-networks-and-services-joint-undertaking-publish-beyond-5g-and-6g-roadmap-for-eu-us-collaboration
Parallel Wireless Partners with SOLiD to Reduce Open RAN-DAS Power Demand by 81%,"January 29, 2024","Parallel Wireless and SOLiD have partnered to help service providers to dramatically reduce their solution footprint and operating costs by reducing complexity, price, required real estate and power consumption, which can now be reduced by more than 80 percent.
",https://www.microwavejournal.com/articles/41392-parallel-wireless-partners-with-solid-to-reduce-open-ran-das-power-demand-by-81
5G-Advanced and 6G Networks Will Need Additional Spectrum,"January 24, 2024","5G Americas has released a white paper titled, ""The Evolution of 5G Spectrum"" that provides insights into the future of mobile networks, emphasizing the critical role of licensed spectrum for the successful rollout of 5G-Advanced and future 6G capabilities.
",https://www.microwavejournal.com/articles/41384-5g-advanced-and-6g-networks-will-need-additional-spectrum
GCF Announces Certification of 3GPP Satellite Connectivity,"January 17, 2024",The Global Certification Forum (GCF) announced that it is adding support for satellite communications and non-terrestrial networks to its device certification programme.,https://www.microwavejournal.com/articles/41346-gcf-announces-certification-of-3gpp-satellite-connectivity
FWA Equipment Spend to Exceed $40B Over the Next Five Years ,"January 16, 2024","According to a recently published report by Dell’Oro Group, FWA has surged in recent years to support both residential and enterprise connectivity due to its ease of deployment along with the more widespread availability of 4G LTE and 5G sub-6 GHz networks.",https://www.microwavejournal.com/articles/41340-fwa-equipment-spend-to-exceed-40b-over-the-next-five-years
ALifecom Showcased IoT-NTN and Wi-Fi 7 Core Technologies at Tech Day 2024,"January 16, 2024","ALifecom, the premier IP service and test solution provider for wireless communication in Taiwan, hosted its Tech Day 2024 on January 12. ",https://www.microwavejournal.com/articles/41337-alifecom-showcased-iot-ntn-and-wifi-7-core-technologies-at-tech-day-2024
Running IoT Through the Skies,"January 15, 2024","Rice University engineers are developing a cutting-edge testing framework to assess the stability, interoperability, energy efficiency and communication performance of software-based machine learning-enabled 5G RAN.",https://www.microwavejournal.com/blogs/25-5g/post/41334-running-iot-through-the-skies
Rice Researchers Revolutionizing 5G Network Testing,"January 12, 2024","Viavi Solutions Inc. announced that the U.S. NTIA awarded the company a grant over a three-year performance period for the VIAVI Automated Lab-as-a-Service for Open RAN (VALOR).
",https://www.microwavejournal.com/articles/41332-rice-researchers-revolutionizing-5g-network-testing
U.S. NTIA Awards Funding to VIAVI Automated Lab-as-a-Service for Open RAN,"January 11, 2024","SCALINX has successfully concluded its second funding round, securing a global investment of €34 million.",https://www.microwavejournal.com/articles/41330-us-ntia-awards-funding-to-viavi-automated-lab-as-a-service-for-open-ran
SCALINX Secures €34M in Second Round Funding,"January 10, 2024",5G Americas has released a white paper titled ‘3GPP Technology Trends’ which provides a detailed overview of the 3GPP and its journey towards 5G-Advanced that begins with Release 18.,https://www.microwavejournal.com/articles/41323-scalinx-secures-34m-in-second-round-funding
5G Americas Explores 3GPP's Release 18 and Beyond in 5G-Advanced,"January 10, 2024","ZTE Corporation, in collaboration with China Mobile and industry partners, has proposed new international standards for the Slicing Packet Network (SPN)/Metro Transport Networks (MTN) series.",https://www.microwavejournal.com/articles/41321-5g-americas-explores-3gpps-release-18-and-beyond-in-5g-advanced
ZTE and China Mobile Propel SPN/MTN Evolution with ITU-T's Release of Fine Grain International Standards,"January 4, 2024",Falcon 9 launched 21 Starlink satellites to low-earth orbit from Space Launch Complex 4 East (SLC-4E) at Vandenberg Space Force Base. ,https://www.microwavejournal.com/articles/41288-zte-and-china-mobile-propel-spn-mtn-evolution-with-itu-ts-release-of-fine-grain-international-standards
Space Force Launches 21 Starlink Satellites,"January 3, 2024",N/A,https://www.microwavejournal.com/articles/41284-space-force-launches-21-starlink-satellites
5G Needs Microwave in Backhaul,"December 13, 2023",N/A,https://www.microwavejournal.com/articles/41213-5g-needs-microwave-in-backhaul
Parallel Wireless 5G Open RAN SW Runs on Both Arm and X86-Powered DUs in Bristol,"December 12, 2023","Parallel Wireless, Inc. announced the successful operation of its 5G Open RAN hardware-agnostic solution in the U.K. ",https://www.microwavejournal.com/articles/41232-parallel-wireless-5g-open-ran-sw-runs-on-both-arm-and-x86-powered-dus-in-bristol
T-Mobile Revs Up Millimeter Wave with 5G Standalone,"December 6, 2023","T-Mobile worked with Ericsson and Qualcomm to pull off another 5G first, testing 5G standalone mmWave on its production network, delivering speeds topping 4.3 Gbps.",https://www.microwavejournal.com/articles/41201-t-mobile-revs-up-millimeter-wave-with-5g-standalone
Ericsson and AT&T Collaborate to Pioneer Networks of the Future,"December 5, 2023",Ericsson and AT&T are collaborating in an industry-defining roughly USD 14 billion five-year network transformation and digitalization strategic agreement to pioneer the path to programmable and intelligent networks of the future. ,https://www.microwavejournal.com/articles/41191-ericsson-and-at-and-t-collaborate-to-pioneer-networks-of-the-future
OTA Test System:  R&S TS8991 ,"December 5, 2023",The R&S TS8991 OTA test system from Rohde & Schwarz is the first to be approved by CTIA Certification for testing 5G A-GNSS antenna performance. ,https://www.microwavejournal.com/articles/41183-rohde-and-schwarz-first-to-deliver-a-5g-fr1-a-gnss-ota-test-solution-approved-by-ctia-certification
Ericsson Mobility Report: Resilient 5G Uptake,"November 30, 2023","The November 2023 edition of the Ericsson Mobility Report, which estimates that there will be 610 million new 5G subscriptions for the calendar year 2023, bringing the global total to 1.6 billion, about 100 million more than previously predicted.
",https://www.microwavejournal.com/articles/41179-ericsson-mobility-report-resilient-5g-uptake
Open Radio Access Networks Demonstrate Market Momentum,"November 29, 2023","5G Americas has released a white paper titled ""Open RAN Update"" which outlines how Open RAN is progressing towards multi-vendor interoperability and a competitive environment with diverse supply chains.",https://www.microwavejournal.com/articles/41174-open-radio-access-networks-demonstrate-market-momentum
"TMYTEK Unveils Wideband FR2/FR3 Testing Solution for Mass Production of mmWave Chipsets, Modules and Devices at MWE 2023","November 27, 2023",TMYTEK will showcase their wideband mmWave production testing solution covering FR2 to FR3 at the 2023 Microwave Workshops and Exhibition (MWE) in Pacifico Yokohama. ,https://www.microwavejournal.com/articles/41167-tmytek-unveils-wideband-fr2-fr3-testing-solution-for-mass-production-of-mmwave-chipsets-modules-and-devices-at-mwe-2023
Keysight and MediaTek Successfully Complete 5G NR and RedCap Interoperability Testing,"November 27, 2023","Keysight Technologies, Inc. and MediaTek have successfully completed 5G NR and 5G RedCap interoperability development testing based on the 3GPP Release 17 standard. 
",https://www.microwavejournal.com/articles/41165-keysight-and-mediatek-successfully-complete-5g-nr-and-redcap-interoperability-testing
5G Horizons: Unleashing Connectivity in Private Networks,"November 22, 2023","Yole Intelligence has combined its long expertise in semiconductors and its deep knowledge of RF technologies and markets to deliver the new ""RF for Private Network 2023"" report. ",https://www.microwavejournal.com/articles/41161-5g-horizons-unleashing-connectivity-in-private-networks
"Mobile Core Network Market is on a Roller Coaster Ride, Dips Big in 3Q 2023","November 21, 2023","According to a recently published report from Dell’Oro Group, the Mobile Core Network (MCN) market has become erratic, with the lowest growth rate since 4Q 2017. 
",https://www.microwavejournal.com/articles/41159-mobile-core-network-market-is-on-a-roller-coaster-ride-dips-big-in-3q-2023
Viasat and Skylo Technologies Launch First Global Direct-to-Device Network,"November 16, 2023","Viasat, Inc. and Skylo Technologies announced the launch of the industry's first global direct-to-device network. 
",https://www.microwavejournal.com/articles/41139-viasat-and-skylo-technologies-launch-first-global-direct-to-device-network
Anritsu Introduces Butler Matrix Module that Simulates 8x8 MIMO Connection to Support All 5G FR1 Bands,"November 16, 2023","Anritsu Company introduces its butler matrix 8x8 MA8118A module that simulates 8x8 MIMO connections for efficient 5G UE throughput tests. 
",https://www.microwavejournal.com/articles/41135-anritsu-introduces-butler-matrix-module-that-simulates-8x8-mimo-connection-to-support-all-5g-fr1-bands
Next-Generation Ericsson RAN Compute Breaks Ground in Network Processing Power,"November 14, 2023","Ericsson announced the latest generation of processors in the Ericsson RAN Compute portfolio to help CSPs get the most out of current and future radio access technology evolutions.
",https://www.microwavejournal.com/articles/41125-next-generation-ericsson-ran-compute-breaks-ground-in-network-processing-power
Lockheed Martin Prepares First 5G.MIL® Payload for Orbit,"November 14, 2023","In its final successful lab demonstration, Lockheed Martin validated that its 5G.MIL®space payload is set to deliver global advanced communications capabilities from orbit.  ",https://www.microwavejournal.com/articles/41121-lockheed-martin-prepares-first-5gmil-payload-for-orbit
