title,date,full_text,link
Laird R&F Products’ New Line of Microwave Absorbers Offers Tailored Performance in Three Frequency Ranges ,"October 15, 2020","Laird R&F Products has capitalized on the latest in particle research and creatively manipulated particle size and shape to develop a line of microwave absorbers that performs reliably at low frequencies, high frequencies and in the standard communications band.",https://www.microwavejournal.com/articles/34786-laird-rf-products-new-line-of-microwave-absorbers-offers-tailored-performance-in-three-frequency-ranges
"CATARC Automotive Engineering Research Institute Co., Ltd. Picks Rohde & Schwarz to Supply FVAT System","October 1, 2020","CATARC (Tianjin) Automotive Engineering Research Institute Co., Ltd. has selected leading global test and measurement supplier Rohde & Schwarz to supply a full vehicle antenna test (FVAT) system and support services. ",https://www.microwavejournal.com/articles/34684-catarc-automotive-engineering-research-institute-co-ltd-picks-rohde-schwarz-to-supply-fvat-system
Laird's New Electrically Conductive Elastomers for Military and Aerospace Resist Galvanic Corrosion,"July 9, 2020","Materials enhancements in two new electrically conductive elastomers from Laird Performance Materials R&F products eliminate the risk of galvanic corrosion and damage from fuel, oils and deicing fluids in military and aerospace applications.",https://www.microwavejournal.com/articles/34230-lairds-new-electrically-conductive-elastomers-for-military-and-aerospace-resist-galvanic-corrosion
AR Releases Updated Version of EMC Test Software,"June 1, 2020","With the release of emcware® 5.0, AR is making EMC testing more complete, cost effective and reliable.",https://www.microwavejournal.com/articles/34046-ar-releases-updated-version-of-emc-test-software
Keysight’s 5G Solutions Selected by Audix to Ensure Safe RF and Microwave Emissions from 5G Devices,"May 28, 2020","Keysight Technologies, Inc. announced that Audix, a Taiwanese-based test laboratory, has selected Keysight's 5G solutions to verify safe levels of RF and microwave emissions from wireless devices.",https://www.microwavejournal.com/articles/34037-keysights-5g-solutions-selected-by-audix-to-ensure-safe-rf-and-microwave-emissions-from-5g-devices
Laird's New Gasket Suppresses Signal Interference and Reduces Force on Sensitive Electronic Components,"May 26, 2020",A new EcoTemp Series FoF 619 gasket from Laird Performance Materials features a soft silicone foam core with a low compression force that suppresses electromagnetic interference without damaging sensitive components.,https://www.microwavejournal.com/articles/34022-lairds-new-gasket-suppresses-signal-interference-and-reduces-force-on-sensitive-electronic-components
Keysight Establishes New Testing Lab in Malaysia,"May 6, 2020","Keysight Technologies, Inc. has opened a new Regulatory Test Laboratory in Penang, Malaysia to deliver accredited electromagnetic compatibility (EMC) testing services for manufacturers of electronic devices and mission-critical industries across wireless communications, IIoT, automotive, healthcare and medical applications.",https://www.microwavejournal.com/articles/33905-keysight-establishes-new-testing-lab-in-malaysia
Laird R&F Products Adds Ability to Equip Foam Microwave Absorbers for ‘All-Weather’ Use,"April 22, 2020",Laird R&F Products recently added the ability to protect foam absorbers from moisture and heat—making them suitable for use in all outdoor environments. ,https://www.microwavejournal.com/articles/33829-laird-rf-products-adds-ability-to-equip-foam-microwave-absorbers-for-all-weather-use
Rohde & Schwarz Add New Time Saving Functions to its High-end R&S ESW EMI Test Receiver,"March 31, 2020", R&S ESW is an EMI test receiver with outstanding RF characteristics for the measuring range from 1 Hz to 44 GHz. ,https://www.microwavejournal.com/articles/33725-rohde-schwarz-has-added-new-timesaving-functions-to-its-high-end-rs-esw-emi-test-receiver
Laird Performance Materials Absorber Mitigates Signal Interference and Coupling Without Stressing Components,"March 30, 2020","Laird Performance Materials has developed Softzorb MCS. This soft, conformable absorber eliminates unwanted signal noise while also acting as a gap filler that reduces coupling—all without damaging sensitive components.",https://www.microwavejournal.com/articles/33720-laird-performance-materials-absorber-mitigates-signal-interference-and-coupling-without-stressing-sensitive-electronic-components
Coronavirus Shows How Quickly Electronics Supply Chains Can Change,"March 27, 2020","In an analysis of supply chain data and IPC survey results, Zachariah Peterson gives a measured overview of where we are at, and what might happen next.",https://www.microwavejournal.com/articles/33715-coronavirus-shows-how-quickly-electronics-supply-chains-can-change
Addressing EMC Challenges with In-house EMC Pre-compliance Testing,"March 24, 2020",Benjamin Dannan steps through an in-house process to improve the success rate in EMC compliance testing.,https://www.microwavejournal.com/articles/33719-addressing-emc-challenges-with-in-house-emc-pre-compliance-testing
Keysight Technologies Enables Designers to Save Time and Cost of Iterative Build and Test of Physical Prototypes,"March 16, 2020","Keysight Technologies, Inc. announced a new add-on to PathWave Advanced Design System that enables designers to perform pre-compliance testing on virtual prototypes of switched-mode power supply designs. This new capability saves the time and cost of iterative build and test of physical prototypes.",https://www.microwavejournal.com/articles/33670-keysight-technologies-enables-designers-to-save-time-and-cost-of-iterative-build-and-test-of-physical-prototypes
First Automated EMC Test System for Both 5G Frequency Ranges from Rohde & Schwarz,"March 3, 2020","Laird R&F Products has developed a line of elastomers, thermal insulators and electromagnetic interference-suppressing absorbers for the military and aerospace industries that can withstand extremely high temperatures and exposure to jet and missile fuel. Using resilient fluorosilicone, these products help design engineers combat electromagnetic interference and improve the reliability of critical survivability components and electronics in close proximity to jet engines.",https://www.microwavejournal.com/articles/33564-first-automated-emc-test-system-for-both-5g-frequency-ranges-from-rohde-schwarz
Rohde & Schwarz Test Automotive Electronics Solutions at EMV 2020,"February 27, 2020","Rohde & Schwarz UK Ltd announced that Demystifying EMC 2020, featuring an improved format with five presentation tracks covering a wide range of electromagnetic compatibility (EMC) topics, will take place on February 10, 2020 at Silverstone Circuit, Northamptonshire, U.K.",https://www.microwavejournal.com/articles/33541-rohde-schwarz-test-automotive-electronics-solutions-at-emv-2020
Laird R&F Products Releases Heat-and Fuel-Resistant Product Line for Military and Aerospace Industries,"February 7, 2020","AR RF/Microwave Instrumentation has assembled a team of highly-qualified, experienced chamber specialists to market its best-in-class EMC test chambers.",https://www.microwavejournal.com/articles/33450-laird-rf-products-releases-heat-and-fuel-resistant-product-line-for-military-and-aerospace-industries
Rohde & Schwarz Refreshes Format for 6th Edition of Demystifying EMC,"December 18, 2019",Amplifier Research (AR) has added a significant component to its offerings for the EMC market.,https://www.microwavejournal.com/articles/33282-rohde-schwarz-refreshes-format-for-6th-edition-of-demystifying-emc
AR Chamber Team Tailors Test Chamber Solutions to Customer Needs,"November 14, 2019",The EMI receiver families TDEMI® of GAUSS INSTRUMENTS® provide a huge fully CISPR compliant real-time bandwidth and therefore allow to speed up your measurements tremendouosly and to reduce the measurement uncertainty significantly - both at the same time.,https://www.microwavejournal.com/articles/33145-ar-chamber-team-tailors-test-chamber-solutions-to-customer-needs
Agreement with NEXIO Makes AR Single Source Provider of EMC Solutions,"November 5, 2019",N/A,https://www.microwavejournal.com/articles/33078-agreement-with-nexio-makes-ar-single-source-provider-of-emc-solutions
Fully Automated Emission Measurements in Real-Time According to CISPR in 64 Bit,"September 19, 2019",N/A,https://www.microwavejournal.com/articles/32850-fully-automated-emission-measurements-in-real-time-according-to-cispr-in-64-bit
IEEE EMC SI/PI 2019 and all that Jazz,"July 31, 2019",The 2019 IEEE International Symposium on EMC and Signal/Power Integrity (EMC+SIPI) was held in New Orleans for the first time in our 50+ year EMC Society history taking place July 22-26. Read this review of the event.,https://www.microwavejournal.com/articles/32626-ieee-emc-sipi-2019-and-all-that-jazz
Coilcraft Introduces New Family of Power Line EMI Chokes,"June 20, 2019",Coilcraft’s new Cx Family of surface-mount common mode chokes includes 16 sizes/configurations for a broad range of power line circuits. ,https://www.microwavejournal.com/articles/32506-coilcraft-introduces-new-family-of-power-line-emi-chokes
Harwin Announces Compact EMI/RFI Shield Clips for Modern Space-Constrained Electronic Designs,"May 8, 2019","Covering a surface area of 2.3 mm x 1.2 mm and with a 2 mm height, Harwin reports that its S0911-46R shield can clip is the smallest surface mount EMI/RFI shield clip currently available on the market.",https://www.microwavejournal.com/articles/32259-harwin-announces-compact-emirfi-shield-clips-for-modern-space-constrained-electronic-designs
"Keysight Announces Time Domain, Real-Time Scan Capabilities in EMI Receiver Solution","April 8, 2019",Keysight Technologies Inc. announced the addition of Time Domain Scan (TDS) and Real Time Scan (RTS) capabilities to the Keysight N9048B PXE Electromagnetic Interference (EMI) receiver and enables real-time measurements and diagnostics for faster electromagnetic compliance (EMC) certification.,https://www.microwavejournal.com/articles/32093-keysight-announces-time-domain-real-time-scan-capabilities-in-emi-receiver-solution
Design Challenges of Public infrastructures for Automotive Wireless Charging,"March 11, 2019","One regularly cited inhibitor to even faster adoption is the need for a public charging infrastructure that is universally available. The technical teams behind these infrastructures are working diligently to both increase the number of currently available plug-in stations as well as drive technological innovation and drive down costs to deliver wireless charging infrastructures available in both public and private spaces. This article examines several of the technical challenges that must be solved to bring this to fruition. First, let’s review the current state of WPT in general, and in automotive applications specifically.",https://www.microwavejournal.com/articles/31987-design-challenges-of-public-infrastructures-for-automotive-wireless-charging
EMV 2019: R&S Adds New Automated EMC Test Solutions to Portfolio,"March 6, 2019","At EMV in Stuttgart, Rohde & Schwarz will demonstrate highlights such as the new R&S ELEKTRA EMC test software for automated certification and precompliance tests and R&S AdVISE for automated visual checks. Brand new are the test solutions for spurious emission measurements for 5G components.",https://www.microwavejournal.com/articles/31972-emv-2019-rs-adds-new-automated-emc-test-solutions-to-portfolio
TMD Technologies Ltd to Demo Capability in EMC/EMI Field at EMV 2019,"February 26, 2019","At EMV 2019, TMD Technologies Ltd. will once again be demonstrating its proven capability in the EMC/EMI field to a wide spectrum of professionals attending from industry, commerce, defence and science.",https://www.microwavejournal.com/articles/31842-tmd-technologies-ltd-to-demo-capability-in-emcemi-field-at-emv-2019
Dow Spotlights Thermally and Electrically Conductive Materials at MWC2019,"February 19, 2019","Dow Performance Silicones will deliver a presentation at the MWC Barcelona 2019 about conductive materials for advanced technologies in communications, transportation and consumer devices.",https://www.microwavejournal.com/articles/31812-dow-spotlights-thermally-and-electrically-conductive-materials-at-mwc2019
ABI Research Finds Microwave Tube Market Still Strong at Over $1B for 2018,"January 16, 2019","Although microwave and mmWave high-power vacuum electron devices remain “off the radar” of many, particularly those involved with solid-state components and systems, the market for this segment remains over $1 billion, according to ABI Research.",https://www.microwavejournal.com/articles/31649-the-microwave-tube-market-is-still-strong-at-over-us1-billion-for-2018
Measurement Instruments for the Many,"December 10, 2018","Rohde & Schwarz has always been known for high end, very accurate instruments in the high frequency and high speed industry which typically translates into high cost products. Some of these high precision instruments can cost hundreds of thousands of dollars. But did you know that R&S has a portfolio of value class instruments with more than 100 products and 300 accessories? Some new introductions included the R&S®RTB2000 Oscilloscope, the R&S®RTM3000 Oscilloscope, the R&S®RTA4000 Oscilloscope, the R&S®FPC1500 Spectrum Analyzer and the R&S®HMP4040 Power Supply. From their recent release, here is a summary of the new value instrument additions they highlighted.",https://www.microwavejournal.com/blogs/9-pat-hindle-mwj-editor/post/31465-measurement-instruments-for-the-many
Rohde & Schwarz Increases Functionality of ELEKTRA EMC Test Software,"October 26, 2018",Rohde & Schwarz introduces additional options for the existing R&S ELEKTRA EMC test software family to cover even more applications.,https://www.microwavejournal.com/articles/31258-rohde-schwarz-increases-functionality-of-elektra-emc-test-software
IEEE EMC+SIPI 2018 Exhibition Summary,"August 7, 2018","The 2018 IEEE EMC+SIPI event returned to Long Beach, CA after last visiting in 2011. The event continues to include Signal Integrity & Power Integrity (SIPI) as part of the conference, reflecting the EMC Society’s influence and focus on this critical topic of engineering design.",https://www.microwavejournal.com/articles/30859-ieee-emcsipi-2018-exhibition-summary
Empower RF Multi-Mode 200 W Solid-State Power Amplifier,"April 24, 2018","Empower RF announced the release of a single band solid state GaN system amplifier, capable of delivering a minimum 150 W across its entire .6 to 6 Ghz band.",https://www.microwavejournal.com/articles/30187-empower-rf-multi-mode-200-w-solid-state-power-amplifier
